SNo|Pullout Date|Pullout Count|Agreement No|Short Agreement No|GNSA Ref No|Reason|Error
1|2017-01-12|1|XVFPCHU00001706950|1706950|16071900105|CHOLA REQUEST|Invalid spdc Entry
3|2017-01-12|1|XSHUMRH00001719190|1719190|16072200701|CHOLA REQUEST|Invalid spdc Entry
8|2017-01-12|1|XSHUSRT00001728948|1728948|16073000784|CHOLA REQUEST|Invalid spdc Entry
12|2017-01-12|1|XSHUCMU00001724319|1724319|16080200219|CHOLA REQUEST|Invalid spdc Entry
19|2017-01-12|1|XVFPCRR00001700263|1700263|16081200660|CHOLA REQUEST|Invalid spdc Entry
49|2017-01-12|1|XTRABJI00001800381|1800381|16102500729|CHOLA REQUEST|Invalid spdc Entry
50|2017-01-12|1|XVFPLAB00001799034|1799034|16102501301|CHOLA REQUEST|Invalid spdc Entry
63|2017-01-30|1|XVFPVDA00001752131|52131|16091401945|CHOLA REQUEST|Invalid Agreement
66|2017-02-09|1|XVFPHDI00001829560|1829560|16111800396|CHOLA REQUEST|Invalid spdc Entry
80|2017-02-09|1|X0CEDOM00001847113|1847113|16121401941|CHOLA REQUEST|Invalid spdc Entry
82|2017-02-09|1|XSHUKTM00001839247|1839247|16122000101|CHOLA REQUEST|Invalid GNSA Ref No
85|2017-02-09|1|XSHURPV00001840392|1840392|17011200001|CHOLA REQUEST|Invalid Agreement
86|2017-02-09|1|XSHURPV00001840397|1840397|17011200001|CHOLA REQUEST|Invalid Agreement
87|2017-02-09|1|XVFPHYF00001843516|1843516|17011200010|CHOLA REQUEST|Invalid Agreement
89|2017-02-09|1|XVFPRHI00001827864|1827864|17012100155|CHOLA REQUEST|Invalid spdc Entry
92|2017-03-08|1|XSHUIND00001847924|1847924|16122000198|CHOLA REQUEST|Invalid spdc Entry
93|2017-02-28|1|XVFPTJV00001850446|1850446|16122200156|CHOLA REQUEST|Invalid spdc Entry
94|2017-02-28|1|XVFPAUR00001850610|1850610|16122600101|CHOLA REQUEST|Invalid spdc Entry
97|2017-03-03|1|XSHUBIH00001853593|1853593|16122800473|CHOLA REQUEST|Invalid spdc Entry
100|2017-03-03|1|XVFPSIP00001850437|1850437|16122900404|CHOLA REQUEST|Invalid spdc Entry
101|2017-03-03|1|XSHUAMK00001852467|1852467|16123000675|CHOLA REQUEST|Invalid spdc Entry
102|2017-03-03|1|XTRADMI00001851647|1851647|16123000680|CHOLA REQUEST|Invalid spdc Entry
107|2017-03-07|1|XVFPBAD00001851723|1851723|17010300550|CHOLA REQUEST|Invalid spdc Entry
110|2017-03-07|1|XVFPATR00001850737|1850737|17010300668|CHOLA REQUEST|Invalid spdc Entry
111|2017-03-07|1|XVFPATN00001851267|1851267|17010300685|CHOLA REQUEST|Invalid spdc Entry
113|2017-03-08|1|XVFPMRH00001855291|1855291|17010500900|CHOLA REQUEST|Invalid spdc Entry
122|2017-03-06|1|XTRABAA00001862142|1862142|17010900388|CHOLA REQUEST|Invalid spdc Entry
276|2017-05-12|1|XVFPKNE00001929506|1929506|17033000460|CHOLA REQUEST|Invalid spdc Entry
362|2017-06-15|1|XVFPBKC00001821196|821196|16110300992|CHOLA REQUEST|Invalid Agreement
785|2017-08-10|1|XVFPHSR00001671149|1671149|16052300178|CHOLA REQUEST|Invalid spdc Entry
794|2017-08-10|1|XVFPAGA00001737525|1737525|16082200112|CHOLA REQUEST|Invalid spdc Entry
800|2017-08-10|1|XVFPRAB00001826763|1826763|16110701045|CHOLA REQUEST|Invalid spdc Entry
801|2017-08-10|1|XVFPRAM00001849346|1849346|16122600518|CHOLA REQUEST|Invalid spdc Entry
805|2017-08-10|1|XVFPPNE00001879454|1879454|17020200166|CHOLA REQUEST|Invalid spdc Entry
806|2017-08-10|1|XVFPSMA00001881870|1881870|17020700889|CHOLA REQUEST|Invalid spdc Entry
810|2017-08-10|1|XVFPPNE00001902170|1902170|17030200512|CHOLA REQUEST|Invalid spdc Entry
811|2017-08-10|1|XVFPPNE00001905967|1905967|17030400472|CHOLA REQUEST|Invalid spdc Entry
812|2017-08-10|1|XVFPPNE00001903728|1903728|17030800913|CHOLA REQUEST|Invalid spdc Entry
814|2017-08-10|1|XVFPJAB00001911608|1911608|17031300406|CHOLA REQUEST|Invalid spdc Entry
815|2017-08-10|1|XVFPJAB00001909356|1909356|17031300830|CHOLA REQUEST|Invalid spdc Entry
817|2017-08-10|1|XSHUJAB00001909237|1909237|17031501308|CHOLA REQUEST|Invalid spdc Entry
818|2017-08-10|1|XVFPPNE00001921175|1921175|17031600773|CHOLA REQUEST|Invalid spdc Entry
819|2017-08-10|1|XVFPSSA00001917748|1917748|17031701239|CHOLA REQUEST|Invalid spdc Entry
830|2017-08-10|1|XVFPSMA00001924392|1924392|17032300546|CHOLA REQUEST|Invalid spdc Entry
832|2017-08-10|1|XSHUBBR00001925607|1925607|17032300815|CHOLA REQUEST|Invalid spdc Entry
897|2017-08-10|1|XVFPJAJ00001943954|1943954|17041501518|CHOLA REQUEST|Invalid spdc Entry
903|2017-08-10|1|XVFPHAZ00001946088|1946088|17041801120|CHOLA REQUEST|Invalid spdc Entry
911|2017-08-10|1|XSHUBBR00001956490|1956490|17042002065|CHOLA REQUEST|Invalid spdc Entry
1030|2017-08-28|1|XSHUKNJ00002035314|2035314|17081102215|CHOLA REQUEST|Invalid spdc Entry
1031|2017-09-09|1|X0HEUDI00001977822|1977822|17071001852|CHOLA REQUEST|Invalid spdc Entry
1036|2017-09-09|1|X0HELAI00000654008|0654008|15091500355|CHOLA REQUEST|Invalid Agreement
1039|2017-09-09|1|X0HEJRH00000499628|0499628|16052400786|CHOLA REQUEST|Invalid Agreement
1097|2017-09-09|1|X0HEKHE00000472768|0472768|17011301521|CHOLA REQUEST|Invalid Agreement
1105|2017-09-09|1|X0HEMHE00000216635|0216635|17013001976|CHOLA REQUEST|Invalid Agreement
1187|2017-09-09|1|X0HEDHE00000684559|0684559|17051801380|CHOLA REQUEST|Invalid Agreement
1207|2017-09-09|1|X0HEYAM00000827956|0827956|17061900668|CHOLA REQUEST|Invalid Agreement
1220|2017-09-09|1|X0HEELD00001771446|1771446|17071300959|CHOLA REQUEST|Invalid spdc Entry
1223|2017-09-09|1|X0HEJRH00000982693|0982693|17080200256|CHOLA REQUEST|Invalid Agreement
1276|2017-09-26|1|XVFPAGA00001697304|1697304|16081001440|CHOLA REQUEST|Invalid spdc Entry
1377|2017-09-26|1|XVFPSNR00001624265|1624265|16032300023|CHOLA REQUEST|Duplicate record
1378|2017-09-26|1|XVFPNAM00001633135|1633135|16041200202|CHOLA REQUEST|Duplicate record
1379|2017-09-26|1|XVFPMOT00001634180|1634180|16041800148|CHOLA REQUEST|Duplicate record
1380|2017-09-26|1|XVFPMUZ00001635014|1635014|16041900189|CHOLA REQUEST|Duplicate record
1381|2017-09-26|1|XVFPSAS00001643565|1643565|16042000134|CHOLA REQUEST|Duplicate record
1382|2017-09-26|1|XVFPKAT00001640622|1640622|16042100305|CHOLA REQUEST|Duplicate record
1383|2017-09-26|1|XVFPBBR00001649850|1649850|16042100326|CHOLA REQUEST|Duplicate record
1384|2017-09-26|1|XVFPMUZ00001654660|1654660|16043000119|CHOLA REQUEST|Duplicate record
1385|2017-09-26|1|XSHUNAM00001665977|1665977|16051100152|CHOLA REQUEST|Duplicate record
1386|2017-09-26|1|XVFPNGR00001666841|1666841|16051300092|CHOLA REQUEST|Duplicate record
1387|2017-09-26|1|XVFPSEO00001680199|1680199|16061000085|CHOLA REQUEST|Duplicate record
1388|2017-09-26|1|XTRAMOT00001679603|1679603|16061300003|CHOLA REQUEST|Duplicate record
1389|2017-09-26|1|XVFPPNE00001686093|1686093|16061300045|CHOLA REQUEST|Duplicate record
1390|2017-09-26|1|XSHUJLR00001685450|1685450|16061600007|CHOLA REQUEST|Duplicate record
1391|2017-09-26|1|XVFPAGA00001697304|1697304|16081001440|CHOLA REQUEST|Invalid spdc Entry
1392|2017-09-26|1|XVFPCRR00001730473|1730473|16081001952|CHOLA REQUEST|Duplicate record
1393|2017-09-26|1|XVFPCHD00001744603|1744603|16082300744|CHOLA REQUEST|Duplicate record
1394|2017-09-26|1|XVFPSVF00001731766|1731766|16082300749|CHOLA REQUEST|Duplicate record
1395|2017-09-26|1|XVFPAGA00001737821|1737821|16090601736|CHOLA REQUEST|Duplicate record
1396|2017-09-26|1|XVFPPTN00001770870|1770870|16091501350|CHOLA REQUEST|Duplicate record
1397|2017-09-26|1|XVFPPNE00001755653|1755653|16091901784|CHOLA REQUEST|Duplicate record
1398|2017-09-26|1|XVFPFBD00001773967|1773967|16092000729|CHOLA REQUEST|Duplicate record
1399|2017-09-26|1|XVFPCPU00001751430|1751430|16092900595|CHOLA REQUEST|Duplicate record
1400|2017-09-26|1|XVFPKRK00001783090|1783090|16100500057|CHOLA REQUEST|Duplicate record
1401|2017-09-26|1|XSHUNAM00001776967|1776967|16101300811|CHOLA REQUEST|Duplicate record
1402|2017-09-26|1|XVFPANG00001792177|1792177|16101800065|CHOLA REQUEST|Duplicate record
1403|2017-09-26|1|XSHUPGN00001786817|1786817|16101800068|CHOLA REQUEST|Duplicate record
1404|2017-09-26|1|XVFPPTN00001769878|1769878|16101801635|CHOLA REQUEST|Duplicate record
1405|2017-09-26|1|XVFPDUM00001796367|1796367|16101900881|CHOLA REQUEST|Duplicate record
1406|2017-09-26|1|XVFPJHR00001810829|1810829|16110200091|CHOLA REQUEST|Duplicate record
1407|2017-09-26|1|XVFPHAJ00001825497|1825497|16110801205|CHOLA REQUEST|Duplicate record
1408|2017-09-26|1|XVFPGON00001823955|1823955|16110900524|CHOLA REQUEST|Duplicate record
1409|2017-09-26|1|XVFPNEP00001822010|1822010|16110900810|CHOLA REQUEST|Duplicate record
1410|2017-09-26|1|XTRASSA00001818992|1818992|16111000283|CHOLA REQUEST|Duplicate record
1411|2017-09-26|1|XVFPKRA00001817856|1817856|16111000328|CHOLA REQUEST|Duplicate record
1412|2017-09-26|1|XVFPCTR00001815804|1815804|16111000675|CHOLA REQUEST|Duplicate record
1413|2017-09-26|1|XVFPRAI00001822145|1822145|16111100248|CHOLA REQUEST|Duplicate record
1414|2017-09-26|1|XVFPRAI00001809881|1809881|16111100268|CHOLA REQUEST|Duplicate record
1415|2017-09-26|1|XVFPRAI00001822868|1822868|16111100294|CHOLA REQUEST|Duplicate record
1416|2017-09-26|1|XVFPDUM00001822755|1822755|16111900520|CHOLA REQUEST|Duplicate record
1417|2017-09-26|1|XVFPMLE00001844065|1844065|16120700037|CHOLA REQUEST|Duplicate record
1418|2017-09-26|1|XVFPNDA00001839090|1839090|16120901641|CHOLA REQUEST|Duplicate record
1419|2017-09-26|1|XTRABEI00001842198|1842198|16121500684|CHOLA REQUEST|Duplicate record
1420|2017-09-26|1|XVFPAGA00001847931|1847931|16121900017|CHOLA REQUEST|Duplicate record
1421|2017-09-26|1|XVFPNAY00001731432|1731432|16122800811|CHOLA REQUEST|Duplicate record
1422|2017-09-26|1|XTRAGOP00001820733|1820733|17011901095|CHOLA REQUEST|Duplicate record
1423|2017-09-26|1|XVFPPLA00001861059|1861059|17012700496|CHOLA REQUEST|Duplicate record
1424|2017-09-26|1|XTRAPNE00001866857|1866857|17012700612|CHOLA REQUEST|Duplicate record
1425|2017-09-26|1|XVFPRMR00001875845|1875845|17013000667|CHOLA REQUEST|Duplicate record
1426|2017-09-26|1|XSHUBPA00001874502|1874502|17013000899|CHOLA REQUEST|Duplicate record
1427|2017-09-26|1|XVFPSSA00001823305|1823305|17020200880|CHOLA REQUEST|Duplicate record
1428|2017-09-26|1|XVFPAGA00001847998|1847998|17020901794|CHOLA REQUEST|Duplicate record
1429|2017-09-26|1|XVFPSRA00001880707|1880707|17021001014|CHOLA REQUEST|Duplicate record
1430|2017-09-26|1|XVFPPTN00001732895|1732895|17021001423|CHOLA REQUEST|Duplicate record
1431|2017-09-26|1|XVFPRAI00001884320|1884320|17021300188|CHOLA REQUEST|Duplicate record
1432|2017-09-26|1|XVFPRAM00001872182|1872182|17021301758|CHOLA REQUEST|Duplicate record
1433|2017-09-26|1|XVFPUNA00001889939|1889939|17021800742|CHOLA REQUEST|Duplicate record
1434|2017-09-26|1|XVFPDUM00001868376|1868376|17022400515|CHOLA REQUEST|Duplicate record
1435|2017-09-26|1|XVFPBEI00001890551|1890551|17022800820|CHOLA REQUEST|Duplicate record
1436|2017-09-26|1|XVFPRMR00001900391|1900391|17030200377|CHOLA REQUEST|Duplicate record
1437|2017-09-26|1|XSHURAB00001911412|1911412|17030900365|CHOLA REQUEST|Duplicate record
1438|2017-09-26|1|XVFPUNA00001907299|1907299|17032300115|CHOLA REQUEST|Duplicate record
1439|2017-09-26|1|XVFPCHK00001932418|1932418|17040600940|CHOLA REQUEST|Duplicate record
1440|2017-09-26|1|XSHUMLE00001941419|1941419|17041001443|CHOLA REQUEST|Duplicate record
1441|2017-09-26|1|XVFPNEP00001936401|1936401|17041200769|CHOLA REQUEST|Duplicate record
1442|2017-09-26|1|XSHUPAG00001947543|1947543|17041501677|CHOLA REQUEST|Duplicate record
1443|2017-09-26|1|XVFPRMR00001948984|1948984|17041801239|CHOLA REQUEST|Duplicate record
1444|2017-09-26|1|XSHURMR00001953226|1953226|17041801630|CHOLA REQUEST|Duplicate record
1445|2017-09-26|1|XTRAPNE00001947760|1947760|17041900257|CHOLA REQUEST|Duplicate record
1446|2017-09-26|1|XVFPGAA00001959038|1959038|17042000972|CHOLA REQUEST|Duplicate record
1447|2017-09-26|1|XVFPRMR00001936916|1936916|17042001687|CHOLA REQUEST|Duplicate record
1448|2017-09-26|1|XSHUTAM00001944993|1944993|17042001932|CHOLA REQUEST|Duplicate record
1449|2017-09-26|1|XTRAKRI00001944509|1944509|17042100418|CHOLA REQUEST|Duplicate record
1450|2017-09-26|1|XVFPJAJ00001953297|1953297|17042100419|CHOLA REQUEST|Duplicate record
1451|2017-09-26|1|XVFPSMA00001943528|1943528|17042101434|CHOLA REQUEST|Duplicate record
1452|2017-09-26|1|XVFPUNA00001946898|1946898|17042101451|CHOLA REQUEST|Duplicate record
1453|2017-09-26|1|XVFPSMA00001945826|1945826|17042101773|CHOLA REQUEST|Duplicate record
1454|2017-09-26|1|XVFPCRR00001959736|1959736|17042400264|CHOLA REQUEST|Duplicate record
1455|2017-09-26|1|XVFPUNA00001953379|1953379|17042400824|CHOLA REQUEST|Duplicate record
1456|2017-09-26|1|XVFPRMR00001945367|1945367|17042400851|CHOLA REQUEST|Duplicate record
1457|2017-09-26|1|XVFPHOW00001957398|1957398|17042400865|CHOLA REQUEST|Duplicate record
1458|2017-09-26|1|XVFPRMR00001959313|1959313|17042400878|CHOLA REQUEST|Duplicate record
1459|2017-09-26|1|XVFPSMA00001948342|1948342|17042401180|CHOLA REQUEST|Duplicate record
1460|2017-09-26|1|XVFPSMA00001936084|1936084|17042401209|CHOLA REQUEST|Duplicate record
1461|2017-09-26|1|XVFPUNA00001951495|1951495|17042401252|CHOLA REQUEST|Duplicate record
1462|2017-09-26|1|XVFPSMA00001959903|1959903|17042500470|CHOLA REQUEST|Duplicate record
1463|2017-09-26|1|XVFPUNA00001959398|1959398|17042500713|CHOLA REQUEST|Duplicate record
1464|2017-09-26|1|XVFPKEN00001944734|1944734|17042600087|CHOLA REQUEST|Duplicate record
1465|2017-09-26|1|XVFPSMA00001958943|1958943|17042600211|CHOLA REQUEST|Duplicate record
1466|2017-09-26|1|XVFPCRR00001961607|1961607|17042600358|CHOLA REQUEST|Duplicate record
1467|2017-09-26|1|XSHURWA00001961807|1961807|17042600501|CHOLA REQUEST|Duplicate record
1468|2017-09-26|1|XVFPRWA00001961454|1961454|17042700499|CHOLA REQUEST|Duplicate record
1469|2017-09-26|1|XVFPRWA00001961507|1961507|17042700503|CHOLA REQUEST|Duplicate record
1470|2017-09-26|1|XSHUCHK00001961217|1961217|17042800180|CHOLA REQUEST|Duplicate record
1471|2017-09-26|1|XVFPKEN00001962320|1962320|17050400497|CHOLA REQUEST|Duplicate record
1472|2017-09-26|1|XVFPHAZ00001965650|1965650|17050800586|CHOLA REQUEST|Duplicate record
1473|2017-09-26|1|XVFPBBR00001971232|1971232|17051501264|CHOLA REQUEST|Duplicate record
1474|2017-09-26|1|XVFPJAJ00001985087|1985087|17052600805|CHOLA REQUEST|Duplicate record
1475|2017-09-26|1|XSHUJAJ00001989916|1989916|17052901211|CHOLA REQUEST|Duplicate record
1476|2017-09-26|1|XVFPCRR00001989774|1989774|17060300199|CHOLA REQUEST|Duplicate record
1477|2017-09-26|1|XSHUNEP00001989069|1989069|17060300450|CHOLA REQUEST|Duplicate record
1478|2017-09-26|1|XVFPCDR00001991473|1991473|17060500344|CHOLA REQUEST|Duplicate record
1479|2017-09-26|1|XVFPKRK00001991180|1991180|17060600329|CHOLA REQUEST|Duplicate record
1480|2017-09-26|1|XVFPKRI00001987565|1987565|17060801105|CHOLA REQUEST|Duplicate record
1481|2017-09-26|1|XVFPJAJ00002003568|2003568|17061200075|CHOLA REQUEST|Duplicate record
1482|2017-09-26|1|XSHUJAJ00002000896|2000896|17061200659|CHOLA REQUEST|Duplicate record
1483|2017-09-26|1|XVFPRAI00002004140|2004140|17061201235|CHOLA REQUEST|Duplicate record
1484|2017-09-26|1|XVFPDHN00001939000|1939000|17061201693|CHOLA REQUEST|Duplicate record
1485|2017-09-26|1|XVFPSDI00001976410|1976410|17061201817|CHOLA REQUEST|Duplicate record
1486|2017-09-26|1|XSHURAI00002002771|2002771|17061300093|CHOLA REQUEST|Duplicate record
1487|2017-09-26|1|XVFPJAJ00001996871|1996871|17061400958|CHOLA REQUEST|Duplicate record
1488|2017-09-26|1|XVFPCTR00002000388|2000388|17061900606|CHOLA REQUEST|Duplicate record
1489|2017-09-26|1|XVFPRAY00002028568|2028568|17071500535|CHOLA REQUEST|Duplicate record
1490|2017-09-26|1|XVFPBSP00001709071|1709071|17073101109|CHOLA REQUEST|Duplicate record
1491|2017-09-26|1|XVFPRAM00001954497|1954497|17083100511|CHOLA REQUEST|Duplicate record
1493|2017-10-26|1|X0HEGKL00000827967|0827967|12102002461|CHOLA REQUEST|Invalid Agreement
1494|2017-10-26|1|XVFPHOW00000945423|0945423|13041300231|CHOLA REQUEST|Invalid Agreement
1495|2017-10-26|1|XVFPJAB00000992486|0992486|13070100254|CHOLA REQUEST|Invalid Agreement
1615|2017-10-26|1|XVFPMJI00001521329|1521329|16032900912|CHOLA REQUEST|Invalid spdc Entry
1797|2017-12-06|1|X0HEELD00002142005|2142005|17102501809|CHOLA REQUEST|Invalid spdc Entry
1819|2017-12-14|1|XVFPDDL00002071922|2071922|17083000074|CHOLA REQUEST|Invalid spdc Entry
1820|2017-12-14|1|XVFPBKT00002071378|2071378|17083000109|CHOLA REQUEST|Invalid spdc Entry
1826|2017-12-14|1|XVFPPRO00002072071|2072071|17090100235|CHOLA REQUEST|Invalid spdc Entry
1827|2017-12-14|1|XVFPDHP00002070562|2070562|17090100297|CHOLA REQUEST|Invalid spdc Entry
1831|2017-12-14|1|XVFPTDR00002070186|2070186|17090400444|CHOLA REQUEST|Invalid spdc Entry
1832|2017-12-14|1|XVFPTSR00002072143|2072143|17090400536|CHOLA REQUEST|Invalid spdc Entry
1856|2017-12-13|1|XVFPCPN00002100965|2100965|17092502211|CHOLA REQUEST|Invalid spdc Entry
1892|2017-12-13|1|XSHUKUN00002100991|2100991|17100300502|CHOLA REQUEST|Invalid spdc Entry
1893|2017-12-13|1|XVFPBLY00002101734|2101734|17100300540|CHOLA REQUEST|Invalid spdc Entry
1909|2017-12-13|1|XVFPBEH00002098165|2098165|17100600020|CHOLA REQUEST|Invalid spdc Entry
2127|2016-02-25|1|XVFPBRO00001567095|1567095|16011600065|CHOLA REQUEST|Invalid spdc Entry
2163|2016-03-02|1|XVFPDIO00001550874|1550874|15122600524|CHOLA REQUEST|Invalid spdc Entry
2167|2016-03-02|1|XTRAIND00001558321|1558321|15123100788|CHOLA REQUEST|Invalid spdc Entry
2190|2016-03-02|1|XVFPBLY00001585711|1585711|16021201287|CHOLA REQUEST|Invalid spdc Entry
2197|2016-03-02|1|XSHUBKC00001594385|1594385|16022300147|CHOLA REQUEST|Invalid spdc Entry
2276|2016-08-12|1|X0HEPHE00000641553|0641553|1208184048|CHOLA REQUEST|Invalid Agreement
2277|2016-08-12|1|X0HEJPH00000528251|0528251|12082502502|CHOLA REQUEST|Invalid Agreement
2278|2016-08-12|1|X0HEMAI00000473527|0473527|12082700146|CHOLA REQUEST|Invalid Agreement
2279|2016-08-12|1|X0HEHYD00000499241|0499241|12082903589|CHOLA REQUEST|Invalid Agreement
2280|2016-08-12|1|X0HEVIJ00000715145|0715145|12090609544|CHOLA REQUEST|Invalid Agreement
2281|2016-08-12|1|X0HEVIZ00000668917|0668917|13032601589|CHOLA REQUEST|Invalid Agreement
2282|2016-08-12|1|X0HEMAI00000797441|0797441|13041001373|CHOLA REQUEST|Invalid Agreement
2283|2016-08-12|1|X0HEHYD00000237862|0237862|13050205570|CHOLA REQUEST|Invalid Agreement
2284|2016-08-12|1|X0HEVIJ00000882273|0882273|13050400409|CHOLA REQUEST|Invalid Agreement
2285|2016-08-12|1|X0HEGKL00000189672|0189672|13051105992|CHOLA REQUEST|Invalid Agreement
2286|2016-08-12|1|X0HEGKL00000116847|0116847|13052006253|CHOLA REQUEST|Invalid Agreement
2287|2016-08-12|1|X0HEGKL00000109524|0109524|13052106819|CHOLA REQUEST|Invalid Agreement
2288|2016-08-12|1|X0HEHYD00000050899|0050899|13052505576|CHOLA REQUEST|Invalid Agreement
2289|2016-08-12|1|X0HEHYD00000475419|0475419|13060605943|CHOLA REQUEST|Invalid Agreement
2290|2016-08-12|1|X0HEDHE00000985469|0985469|13061001226|CHOLA REQUEST|Invalid Agreement
2310|2016-08-12|1|X0HERRH00000670385|0670385|15061700197|CHOLA REQUEST|Invalid Agreement
2318|2016-08-12|1|X0HEVIJ00000844001|0844001|121117002465|CHOLA REQUEST|Invalid Agreement
2497|2016-09-07|1|XSHUKOD00001707880|1707880|16081000170|CHOLA REQUEST|Invalid Agreement
2730|2016-12-19|1|XVFPRLM00000999118|0999118|p15101200116|CHOLA REQUEST|Invalid Agreement
2731|2016-12-19|1|X0HEBAN00000974882|0974882|p16041900030|CHOLA REQUEST|Invalid Agreement
2732|2017-01-04|1|XVFPFBD00001687710|1687710|16062400118|CHOLA REQUEST|Invalid GNSA Ref No
2752|2017-01-04|1|XVFPVLF00001741864|1741864|16081700066|CHOLA REQUEST|Invalid spdc Entry
2801|2017-01-04|1|XVFPGKR00001797137|1797137|16102000724|CHOLA REQUEST|Invalid spdc Entry
2802|2017-01-04|1|XVFPSAB00001790898|1790898|16102000774|CHOLA REQUEST|Invalid spdc Entry
2809|2018-04-02|1|XVFPTDV00002210768|210768|18010800371|CHOLA REQUEST|Invalid Agreement
2919|2018-04-17|1|XVFPVVF00002224297|2224297|18021901471|CHOLA REQUEST|Invalid spdc Entry
2953|2018-04-03|1|XVFPNAY00001867436|1867436|17011900715|CHOLA REQUEST|Invalid spdc Entry
2959|2018-04-03|1|XSHURAB00001884982|1884982|17020801259|CHOLA REQUEST|Invalid spdc Entry
2960|2018-04-03|1|XVFPRAM00001879805|1879805|17021301320|CHOLA REQUEST|Invalid spdc Entry
2964|2018-04-03|1|XTRACHH00001913950|1913950|17031801036|CHOLA REQUEST|Invalid spdc Entry
2977|2018-04-03|1|XSHUDON00001982877|1982877|17052600633|CHOLA REQUEST|Invalid spdc Entry
2980|2018-04-03|1|XVFPBEG00001978431|1978431|17060701287|CHOLA REQUEST|Invalid spdc Entry
2982|2018-04-03|1|XVFPBPA00001998565|1998565|17060900722|CHOLA REQUEST|Invalid spdc Entry
2987|2018-04-04|1|XVFPBPA00002069912|2069912|17082801314|CHOLA REQUEST|Invalid spdc Entry
2988|2018-04-04|1|XVFPCRR00002074754|2074754|17091300075|CHOLA REQUEST|Invalid spdc Entry
2989|2018-04-04|1|XSHUCUT00002075956|2075956|17091300080|CHOLA REQUEST|Invalid spdc Entry
2990|2018-04-04|1|XTRAHAZ00002088766|2088766|17092502071|CHOLA REQUEST|Invalid spdc Entry
2996|2018-04-04|1|XVFPHAJ00002104374|2104374|17102300514|CHOLA REQUEST|Invalid spdc Entry
3011|2018-04-04|1|XSHUNEP00002160512|2160512|17121300696|CHOLA REQUEST|Invalid spdc Entry
3012|2018-04-04|1|XTRADON00002181571|2181571|17121501596|CHOLA REQUEST|Invalid spdc Entry
3028|2018-04-04|1|XVFPANG00002234579|2234579|18012200047|CHOLA REQUEST|Invalid spdc Entry
3127|2018-01-18|1|XTRABET00001853243|1853243|17010500889|CHOLA REQUEST|Invalid spdc Entry
3140|2018-01-18|1|XVFPKLP00001932404|1932404|17042900335|CHOLA REQUEST|Invalid spdc Entry
3163|2018-01-18|1|XVFPAUR00002044516|2044516|17080501459|CHOLA REQUEST|Invalid spdc Entry
3173|2018-01-18|1|XSHUAUR00002075374|2075374|17090500612|CHOLA REQUEST|Invalid spdc Entry
3183|2018-01-18|1|XVFPBRD00002071296|2071296|17090600509|CHOLA REQUEST|Invalid spdc Entry
3185|2018-01-18|1|XVFPMAN00002073378|2073378|17090600546|CHOLA REQUEST|Invalid spdc Entry
3186|2018-01-18|1|XVFPDEH00002072676|2072676|17090600590|CHOLA REQUEST|Invalid spdc Entry
3187|2018-01-18|1|XVFPBRD00002071295|2071295|17090600673|CHOLA REQUEST|Invalid spdc Entry
3192|2018-01-18|1|XVFPCMR00002073178|2073178|17090601448|CHOLA REQUEST|Invalid spdc Entry
3193|2018-01-18|1|XVFPBLF00002074730|2074730|17090601451|CHOLA REQUEST|Invalid spdc Entry
3196|2018-01-18|1|XVFPBEG00002075545|2075545|17090700629|CHOLA REQUEST|Invalid spdc Entry
3238|2018-01-18|1|XSHUSUL00002103846|2103846|17100401408|CHOLA REQUEST|Invalid spdc Entry
3274|2018-01-19|1|XVFPARG00002103653|2103653|17100600467|CHOLA REQUEST|Invalid spdc Entry
3292|2018-01-19|1|XVFPTAD00002104797|2104797|17100602227|CHOLA REQUEST|Invalid spdc Entry
3295|2018-01-19|1|XVFPHAZ00002104483|2104483|17100700526|CHOLA REQUEST|Invalid spdc Entry
3354|2018-01-20|1|XVFPPEV00002137227|2137227|17103002055|CHOLA REQUEST|Invalid spdc Entry
3432|2018-01-20|1|XVFPDOE00002136799|2136799|17110400730|CHOLA REQUEST|Invalid spdc Entry
3440|2018-01-20|1|XVFPHNR00002106313|2106313|17110600851|CHOLA REQUEST|Invalid spdc Entry
3451|2018-01-20|1|XVFPKNE00002139370|2139370|17110701301|CHOLA REQUEST|Invalid spdc Entry
3458|2018-01-20|1|XVFPKHM00002139568|2139568|17110900065|CHOLA REQUEST|Invalid spdc Entry
3473|2018-01-20|1|XVFPHVF00001989689|1989689|17111701566|CHOLA REQUEST|Invalid GNSA Ref No
3590|2018-02-22|1|XSHUHAU00002169953|2169953|17113001502|CHOLA REQUEST|Invalid spdc Entry
3697|2018-12-10|1|XVFPPTN00002443668|2443668|18062700733|CHOLA REQUEST|Invalid spdc Entry
3712|2018-12-18|1|XTRAHSR00001927439|1927439|17032900655|CHOLA REQUEST|Invalid spdc Entry
3738|2018-03-01|1|XVFPMPA00001006372|1006372|13071800173|CHOLA REQUEST|Invalid spdc Entry
3739|2018-03-01|1|XVFPSHM00001096062|1096062|13121900542|CHOLA REQUEST|Invalid spdc Entry
3742|2018-03-01|1|XVFPKTM00001128216|1128216|14020700642|CHOLA REQUEST|Invalid spdc Entry
3743|2018-03-01|1|XVFPTVM00001131815|1131815|14020800802|CHOLA REQUEST|Invalid spdc Entry
3745|2018-03-01|1|XVFPNGL00001177561|1177561|14041100765|CHOLA REQUEST|Invalid spdc Entry
